Unnamed: 0,id,permit_,permit_type,application_start_date,issue_date,street_number,street_name,work_type,work_description,subtotal_waived,total_fee,census_tract,ward,xcoordinate,ycoordinate,issue_year,issue_month,issue_day,is_solar,is_flood,is_green
1502,1402003,B100018609,PERMIT – EXPRESS PERMIT PROGRAM,2004-11-29T00:00:00.000,2008-06-12T00:00:00.000,1717.0,TAYLOR ST,Electrical Work,"INSTALLATION OF LOW VOLTAGE CCTV EQUIPMENT AT THE STEAM PLANT, BUILDING 921.",0.0,40.0,283000.0,27.0,1164985.7464222105,1895589.748531639,2008,06,12,0,0,1
7114,1643483,B100090479,PERMIT – EXPRESS PERMIT PROGRAM,2006-01-18T00:00:00.000,2006-01-19T00:00:00.000,1909.0,CLIFTON AVE,Monthly Maintenance Permit,GENERAL MAINTENANCE OF PLANT LIGHTING AND DEVICES FOR JANUARY 2006,0.0,40.0,72000.0,32.0,1167904.9108260272,1912466.0961525952,2006,01,19,0,0,1
7650,1644990,100091309,PERMIT - RENOVATION/ALTERATION,2006-01-23T00:00:00.000,2006-04-12T00:00:00.000,10.0,35TH ST,,"REPLACEMENT OF EXISTING PLAZA TOPPING SLAB, WATERPROOF MEMBRANE AND DRAINAGE SYSTEM. NEW SITE LIGHTING AND PLANTERS. JOB INCLUDES DEMO AND REPLACE OUTSIDE MACHINE SHED AS PER PLAN",16860.0,16860.0,,,1176749.9009340925,1881839.3588424933,2006,04,12,0,1,1
11698,1653927,100096857,PERMIT - SIGNS,2006-02-17T00:00:00.000,2006-02-17T00:00:00.000,1601.0,BELMONT AVE,,IN PARKING PLANTER SOUTH OF BUILDING  FACING EAST   386783,0.0,145.5,,,1165055.070235965,1921275.5007928296,2006,02,17,0,0,1
13385,1657799,100099352,PERMIT - RENOVATION/ALTERATION,2006-03-03T00:00:00.000,2006-03-03T00:00:00.000,211.0,CLINTON ST,,"RENOVATION AND RESTORATION OF AN EXISTING MASONRY AND STEEL HEATING PLANT TO MIXED USE MERCANTILE, COMMERCIAL AND PARKING GARAGE REVISION TO PERMIT #1048888",102679.5,102679.5,,,1172724.767888465,1901834.538929095,2006,03,03,0,0,1
15002,1661414,100101573,PERMIT - RENOVATION/ALTERATION,2006-03-14T00:00:00.000,2006-03-14T00:00:00.000,1243.0,CORNELIA AVE,,REVISION TO PERMIT NUMBER 100083016 TO REPLACE PROPOSED WOOD DECK WITH NON-COMBUSTIBLE TERRACE (CONCRETE SLAB ON MASONRY BEARING WALLS) WITH BASEMENT STORAGE ROOM UNDERNEATH. (ELECTRICAL FOR STORAGE ROOM COVERED UNDER PREVIOUS PERMITS).ADD PLANTER TO GARAGE ROOF.,0.0,349.8,,,1167204.8969187972,1923332.5381252824,2006,03,14,0,0,1
15363,1662236,100102083,PERMIT - RENOVATION/ALTERATION,2006-03-16T00:00:00.000,2006-06-06T00:00:00.000,4357.0,COTTAGE GROVE AVE,,STORE INTERIOR REMODELING TO TRANSFER LAUNDRY DROP-OFF OR PICK-UP TO GENERAL LAUNDRY CLEINING PLANT OR FACILITY.,0.0,1114.0,,,1182375.3599600804,1876065.5209822208,2006,06,06,0,0,1
15851,1663411,B100102767,PERMIT – EXPRESS PERMIT PROGRAM,2006-03-21T00:00:00.000,2006-04-03T00:00:00.000,400.0,RANDOLPH ST,Electrical Work,INSTALL A CIRCUIT FOR 3 GROUND LIGHTS AND 3 GFI OUTLETS IN A  PLANTER BOX,0.0,40.0,320100.0,42.0,1179242.6833303138,1901368.637636837,2006,04,03,0,0,1
17676,1667767,100105356,PERMIT - RENOVATION/ALTERATION,2006-04-03T00:00:00.000,2006-09-14T00:00:00.000,141.0,JACKSON BLVD,,"REMOVAL OF SIDEWALK VAULTS, INSTALLATION OF NEW SIDEWALKS, BOLLARDS, PLANTERS AND INTERIOR RENOVATIONS.",0.0,10789.87,,,1175228.522349154,1898922.7429636095,2006,09,14,0,0,1
18471,1669749,100106567,PERMIT - RENOVATION/ALTERATION,2006-04-10T00:00:00.000,2006-05-25T00:00:00.000,1134.0,BARRY AVE,,"INTERIOR ALTERATIONS AS PER PLANS: NEW ELECTRIC SERVICE, MECHANICAL AND PLUMBING UPGRADES, NEW WATER SERVICE AND NEW TREE PLANTINGS.",0.0,4889.0,,,1168036.6203884769,1920773.457750884,2006,05,25,0,0,1
19210,1671173,100107560,PERMIT - EASY PERMIT PROCESS,2006-04-18T00:00:00.000,2006-04-18T00:00:00.000,222.0,RIVERSIDE PLZ,,OIA '222 S RIVERSIDE DR' REMOVE / REPLACE CONCRETE PLANTER WALLS WITH COLORED CONCRETE TO MATCH  EXISTING DESIGN: REPAIR HYDROTECH WATERPROOFING SYSTEM;REPLACE RIGID HEAVY DUTY INSULATION AND POUR COLORED CONCRETE STEPS AND SLAB TO MATCH EXISTING MIX DESIGN.,0.0,957.5,,,1173452.253789193,1899110.8815385632,2006,04,18,0,0,1
19833,1672757,100108491,PERMIT - NEW CONSTRUCTION,2006-04-24T00:00:00.000,2006-09-07T00:00:00.000,851.0,115TH ST,,NEW SINGLE STORY BRICK & MASONRY BUILDING W/ GREEN ROOF.STRIP CENTER,0.0,18110.08,,,1172502.0783373695,1828539.239563751,2006,09,07,0,0,1
20103,1673300,100108841,PERMIT - EASY PERMIT PROCESS,2006-04-21T00:00:00.000,2006-04-25T00:00:00.000,1516.0,STATE PKWY,,PATCH MISC. CONCRETE AROUND POOL DECK. REMOVE /REPLACE EXISTING TILES AND PLANTERS ON TERRACE NO. 5C.,0.0,1037.5,,,1175967.889147352,1910592.069545413,2006,04,25,0,0,1
22335,1678608,100111925,PERMIT - EASY PERMIT PROCESS,2006-05-10T00:00:00.000,2006-05-10T00:00:00.000,4404.0,BERTEAU AVE,,"REPAIR /REPLACE FOUR EVAPCO CONDENSERS WITH TWO EVAPCO PMCB-240 EA. ONE EVAPCO PMCB 435.ON SOUTH SIDE OF PLANT REPLACE ONE FRICK ALCB-4896-375. REMOVE EXISTING KRACK UNIT ,INSTALL CONTROLS,TIE IN AND LEAK TEST ABOVE. AMMONIA R717. EXISTING STEEL SUPPORTS.",0.0,400.0,,,1146038.7310384407,1927570.6699327112,2006,05,10,0,0,1
23304,1680934,100113216,PERMIT - RENOVATION/ALTERATION,2006-05-17T00:00:00.000,2006-06-05T00:00:00.000,1942.0,POTOMAC AVE,,CONSTRUCT WOOD DECK WITH PERGOLA AND GREEN ROOF ON EXISTING GARAGE ROOF.,0.0,185.0,,,1163041.1377150803,1908701.8904721744,2006,06,05,0,0,1
24182,1682845,100114382,PERMIT - EASY PERMIT PROCESS,2006-05-23T00:00:00.000,2006-05-23T00:00:00.000,917.0,GARFIELD BLVD,,"HEATING PLANT ROOM ON 2ND FLR TO BE 1 HOUR FIRE RATED BY REPLACE EXISTING DRYWALL WITH (5/8"") DRYWALL (SAME SIZE & LOCATION)",0.0,135.0,,,1171032.7741244282,1868188.104049352,2006,05,23,0,0,1
25421,1685680,100116191,PERMIT - SIGNS,2006-06-02T00:00:00.000,2006-06-02T00:00:00.000,1040.0,63RD ST,,DOUBLE FACE SIGN: POLE MOUNTED SIGN IN PLANTING AREA 387489,0.0,132.0,,,1170277.5452638378,1863074.5645857789,2006,06,02,0,0,1
28010,1691705,100119843,PERMIT - RENOVATION/ALTERATION,2006-07-11T00:00:00.000,2006-07-21T00:00:00.000,111.0,CANAL ST,,"REMOVAL OF EXISTING INTERIOR STORE FRONTS TO BE REPLACED WITH GYPSUM BOARD PARTITION WITH NEW SOLID CORE DOOR WITH SIDELIGHTS, INSTALLTION OF NEW INTERIOR PLANTERS, NEW SECURITY DESK, RELOCATION OF MAIL DROP SLOTS AND PAY PHONE AND NEW WOOD TRIM AND METAL BASE AT LOBBY - NO HVAC OR PLUMBING - CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION",0.0,1700.0,,,1173149.2804430018,1900924.6248469823,2006,07,21,0,0,1
28696,1693293,100120758,PERMIT - RENOVATION/ALTERATION,2006-07-06T00:00:00.000,2006-09-05T00:00:00.000,3141.0,JACKSON BLVD,,CREATING A MECHANICAL ROOM (FORMERLY A STORAGE ROOM) WITHIN THE BASEMENT OF THE EXISTING SCHOOL. ADDING A BOILER PLANT PER PLANS,0.0,3200.0,,,1155301.6548473071,1898475.1321462672,2006,09,05,0,0,1
29405,1694515,100121639,PERMIT - NEW CONSTRUCTION,2006-06-30T00:00:00.000,2006-07-25T00:00:00.000,4100.0,PACKERS AVE,,ERECT STORY OFFICE AND MAINTENANCE FACILITY WITH DETACHED AUTOMATED CONCRETE REDI-MIX PLANT SITE IMPROVEMENTS INCLUDE LANDSCAPE AND FENCE.,0.0,9052.2,,,1168109.21422889,1877557.2187800491,2006,07,25,0,0,1
32385,1701133,B100125970,PERMIT – EXPRESS PERMIT PROGRAM,2006-07-21T00:00:00.000,2006-07-21T00:00:00.000,7404.0,ROCKWELL ST,Electrical Work,"ASSEMBLY OF CONDUIT AND BOXES AT AN OFF SITE MANUFACTURING PLANT LOCATED AT DUKANE PRECAST AT 1805 HIGH GROVE LN, NAPERVILLE IL.",0.0,40.0,661000.0,18.0,1160284.6925648411,1855423.029708706,2006,07,21,0,0,1
32386,1701135,B100125971,PERMIT – EXPRESS PERMIT PROGRAM,2006-07-21T00:00:00.000,2006-07-21T00:00:00.000,7400.0,ROCKWELL ST,Electrical Work,"ASSEMBLY OF CONDUIT AND BOXES AT AN OFF SITE MANUFACTURING PLANT LOCATED AT DUKANE PRECAST AT 1805 HIGH GROVE LN, NAPERVILLE IL.",0.0,40.0,661000.0,18.0,1160283.4943026777,1855469.3450423956,2006,07,21,0,0,1
32389,1701144,B100125976,PERMIT – EXPRESS PERMIT PROGRAM,2006-07-21T00:00:00.000,2006-07-21T00:00:00.000,7406.0,ROCKWELL ST,Electrical Work,"ASSEMBLY OF CONDUIT AND BOXES AT AN OFF SITE MANUFACTURING PLANT LOCATED AT DUKANE PRECAST AT 1805 HIGH GROVE LN, NAPERVILLE IL.",0.0,40.0,661000.0,18.0,1160285.4029731385,1855399.9902607168,2006,07,21,0,0,1
32392,1701149,B100125979,PERMIT – EXPRESS PERMIT PROGRAM,2006-07-21T00:00:00.000,2006-07-21T00:00:00.000,7408.0,ROCKWELL ST,Electrical Work,"ASSEMBLY OF CONDUIT AND BOXES AT AN OFF SITE MANUFACTURING PLANT LOCATED AT DUKANE PRECAST AT 1805 HIGH GROVE LN, NAPERVILLE IL.",0.0,40.0,661000.0,18.0,1160286.1133814354,1855376.9508127272,2006,07,21,0,0,1
32395,1701154,B100125982,PERMIT – EXPRESS PERMIT PROGRAM,2006-07-21T00:00:00.000,2006-07-21T00:00:00.000,7412.0,ROCKWELL ST,Electrical Work,"ASSEMBLY OF CONDUIT AND BOXES AT AN OFF SITE MANUFACTURING PLANT LOCATED AT DUKANE PRECAST AT 1805 HIGH GROVE LN, NAPERVILLE IL.",0.0,40.0,661000.0,18.0,1160287.527917439,1855330.8778774764,2006,07,21,0,0,1
32397,1701162,B100125984,PERMIT – EXPRESS PERMIT PROGRAM,2006-07-21T00:00:00.000,2006-07-21T00:00:00.000,7414.0,ROCKWELL ST,Electrical Work,"ASSEMBLY OF CONDUIT AND BOXES AT AN OFF SITE MANUFACTURING PLANT LOCATED AT DUKANE PRECAST AT 1805 HIGH GROVE LN, NAPERVILLE IL.",0.0,40.0,661000.0,18.0,1160288.23478284,1855307.8383205165,2006,07,21,0,0,1
32398,1701170,B100125985,PERMIT – EXPRESS PERMIT PROGRAM,2006-07-21T00:00:00.000,2006-07-21T00:00:00.000,7416.0,ROCKWELL ST,Electrical Work,"ASSEMBLY OF CONDUIT AND BOXES AT AN OFF SITE MANUFACTURING PLANT LOCATED AT DUKANE PRECAST AT 1805 HIGH GROVE LN, NAPERVILLE IL",0.0,40.0,661000.0,18.0,1160288.941648241,1855284.7987635569,2006,07,21,0,0,1
32399,1701172,B100125986,PERMIT – EXPRESS PERMIT PROGRAM,2006-07-21T00:00:00.000,2006-07-21T00:00:00.000,7420.0,ROCKWELL ST,Electrical Work,"ASSEMBLY OF CONDUIT AND BOXES AT AN OFF SITE MANUFACTURING PLANT LOCATED AT DUKANE PRECAST AT 1805 HIGH GROVE LN, NAPERVILLE IL.",0.0,40.0,661000.0,18.0,1160290.357923042,1855238.717266386,2006,07,21,0,0,1
32400,1701174,B100125987,PERMIT – EXPRESS PERMIT PROGRAM,2006-07-21T00:00:00.000,2006-07-21T00:00:00.000,7422.0,ROCKWELL ST,Electrical Work,"ASSEMBLY OF CONDUIT AND BOXES AT AN OFF SITE MANUFACTURING PLANT LOCATED AT DUKANE PRECAST AT 1805 HIGH GROVE LN, NAPERVILLE IL.",0.0,40.0,661000.0,18.0,1160291.066205503,1855215.6777529456,2006,07,21,0,0,1
32401,1701176,B100125988,PERMIT – EXPRESS PERMIT PROGRAM,2006-07-21T00:00:00.000,2006-07-21T00:00:00.000,7424.0,ROCKWELL ST,Electrical Work,"ASSEMBLY OF CONDUIT AND BOXES AT AN OFF SITE MANUFACTURING PLANT LOCATED AT DUKANE PRECAST AT 1805 HIGH GROVE LN, NAPERVILLE IL.",0.0,40.0,661000.0,18.0,1160291.774487964,1855192.6382395057,2006,07,21,0,0,1
33061,1703028,B100127005,PERMIT – EXPRESS PERMIT PROGRAM,2006-07-26T00:00:00.000,2006-07-26T00:00:00.000,1909.0,CLIFTON AVE,Electrical Work,GENERAL MAINTENANCE FOR PLANT REPAIR OF DEVISES AND LIGHTING.,0.0,40.0,72000.0,32.0,1167904.9108260272,1912466.0961525952,2006,07,26,0,0,1
33772,1704726,100128100,PERMIT - RENOVATION/ALTERATION,2006-07-31T00:00:00.000,2006-08-10T00:00:00.000,6034.0,BROADWAY,,INSTALL GREEN ROOF ON EXISTING BUILDING.,0.0,160.0,,,1167166.2485079167,1940336.0796079224,2006,08,10,0,0,1
39716,1721943,B100136363,PERMIT – EXPRESS PERMIT PROGRAM,2006-09-12T00:00:00.000,2006-09-12T00:00:00.000,3250.0,KEDZIE AVE,Monthly Maintenance Permit,"MAINTENANCE. REWIRING OF EXISTING CONCRETE PLANT, DETRIORATED RUBBER CORDS, AND MOTOR CONNECTIONS",0.0,40.0,210200.0,35.0,1154433.2817999993,1921613.0844996355,2006,09,12,0,0,1
40589,1724835,B100137640,PERMIT – EXPRESS PERMIT PROGRAM,2006-09-18T00:00:00.000,2006-09-18T00:00:00.000,190.0,DELAWARE PL,Electrical Work,REPLACING EXISTING OUTDOOR OUTLETS AT TREE PLANTERS,0.0,50.0,81300.0,2.0,1177819.523114923,1906713.9915811245,2006,09,18,0,0,1
43401,1731712,100141550,PERMIT - EASY PERMIT PROCESS,2006-10-06T00:00:00.000,2006-10-12T00:00:00.000,32.0,SCOTT ST,,REPAIR\REPLACE TRELLIS AND PARGOLA FOR PLANTS AND FLOWERS AS NEEDED.,0.0,135.0,,,1176414.492372088,1908758.0112684497,2006,10,12,0,0,1
43858,1732612,100142166,PERMIT - NEW CONSTRUCTION,2006-12-04T00:00:00.000,2007-03-01T00:00:00.000,632.0,BARRY AVE,,ERECT NEW 4 STORIES CONCRETE FRAME RESIDENTIAL BUILDING WITH PARTIAL UNDERGROUND GARAGE AND GREEN ROOF,0.0,18226.0,,,1171357.4543008402,1920745.5279253377,2007,03,01,0,0,1
46578,1740297,100146141,PERMIT - RENOVATION/ALTERATION,2006-11-16T00:00:00.000,2006-12-15T00:00:00.000,5333.0,ELSTON AVE,,INSTALL 6 NEW YORK 12.5 TON A/C UNITS ON THE ROOFTOP PLATFORMS TO AIR CONDITION MANUFACTURING AREA OF PLANT PER PLANS,0.0,750.0,,,1141096.7891973823,1935212.1070116071,2006,12,15,0,0,1
47071,1741833,100146952,PERMIT - RENOVATION/ALTERATION,2006-11-24T00:00:00.000,2006-12-01T00:00:00.000,63.0,LAKE ST,,BUILD OUT OF RES. UNIT 2303 FROM PREVIOUSLY APPROVED WHITE BOX SHELL. REFERENCE PERMIT # 1028581 NO REFRIGERATION WORK AND NO FUTURE PLANTERS UNDER THIS PERMIT.,0.0,2920.0,,,1176921.9116598507,1901704.0951074923,2006,12,01,0,0,1
49915,1754395,100151267,PERMIT - WRECKING/DEMOLITION,2006-11-30T00:00:00.000,2006-12-12T00:00:00.000,11236.0,TORRENCE AVE,,WRECK AND REMOVE A PARTIAL COKE PLANT FACILITY.,0.0,110.0,,,1195577.177858963,1830868.6892852064,2006,12,12,0,0,1
51527,1759868,100153664,PERMIT - NEW CONSTRUCTION,2006-12-14T00:00:00.000,2006-12-14T00:00:00.000,5615.0,MARYLAND AVE,,NEW CONSTRUCTION---WEST UTILITY PLANT.  CAISSON---ONLY PERMIT.,333.8,333.8,,,1182910.040798075,1867887.0830021277,2006,12,14,0,0,1
51856,1760839,B100154216,PERMIT – EXPRESS PERMIT PROGRAM,2006-12-18T00:00:00.000,2006-12-18T00:00:00.000,1900.0,119TH ST,Monthly Maintenance Permit,MONTHLY MAINTENANCE FOR NOV. 2006 TO NORTH AND SOUTH PLANTS.,0.0,80.0,750500.0,21.0,1165816.9857402628,1825778.636548858,2006,12,18,0,0,1
54677,1769865,100158461,PERMIT - NEW CONSTRUCTION,2007-01-18T00:00:00.000,2007-01-18T00:00:00.000,6035.0,BLACKSTONE AVE,,NEW CONSTRUCTION---SOUTH UTILITY PLANT.   CAISSONS ONLY.,539.75,539.75,,,1186920.6080503608,1865010.722835065,2007,01,18,0,0,1
56318,1775237,B100161142,PERMIT – EXPRESS PERMIT PROGRAM,2007-02-01T00:00:00.000,2007-02-15T00:00:00.000,4501.0,47TH ST,Electrical Work,SWITCH OUT EXISTING EQUIPMENT WITH IDENTICAL EQUIPMENT.  PERFORM VARIOUS MAINTENANCE PROJECTS THROUGHOUT PLANT.,0.0,68.0,570300.0,14.0,1147134.5540159626,1873047.1223526136,2007,02,15,0,0,1
57207,1778367,100162614,PERMIT - RENOVATION/ALTERATION,2007-04-09T00:00:00.000,2007-04-25T00:00:00.000,600.0,DEARBORN ST,,REVISION TO EXISTING PLANTERS AT ENTRANCE OF BUILDING AS PLANS,0.0,560.0,,,1175794.76604717,1904196.874550272,2007,04,25,0,0,1
57235,1778403,B100162648,PERMIT – EXPRESS PERMIT PROGRAM,2007-02-12T00:00:00.000,2007-02-13T00:00:00.000,3259.0,100TH ST,Monthly Maintenance Permit,"ELECTRICAL MAINTENANCE PERMIT FOR JANUARY 2007.     1.REPAIR AS NEDED, 200AMP CORDS & PLUGS FOR PORTABLE CONVEYORS.  2.REPLACE ROTATE MOTOR WITH EQUAL ON S TOWER.  3.REPLACE GATE RING BRUSHES ON S TOWER.  4.REPLACE PUSH BUTTON SWITCH ON BELT POLE BYPASS SWITCH.  5.REPLACE MOTOR GENERATOR WIGH EQUAL ON S TOWER.  6.CHECK, REPAIR AS NEEDED ALL 120V EXTENSION CORDS ALL PLANT.",0.0,40.0,510100.0,10.0,1199934.8305530904,1839253.0909184285,2007,02,13,0,0,1
57568,1779417,100163117,PERMIT - RENOVATION/ALTERATION,2007-02-21T00:00:00.000,2007-04-13T00:00:00.000,1000.0,OHIO ST,,"RENOVATE UPPER SOUTH ROADWAY AT THE JARDINE WATER PURIFICATION PLANT TO INCLUDE STRUCTURAL, ELECTRICAL MODIFICATIONS, GENERATOR RELOCATION, GENERATOR SHED AND LANDSCAPING AS PER PLANS.",155671.25,155671.25,,,1183213.414379655,1904604.8644569567,2007,04,13,0,0,1
58874,1783574,100165073,PERMIT - RENOVATION/ALTERATION,2007-02-28T00:00:00.000,2007-04-17T00:00:00.000,3052.0,CHRISTIANA AVE,,"DECONVERT FROM 3 DWELLING UNITS TO 2 DWELLING UNITS.  ERECT A REAR THREE  STORY ADDITION, INTERIOR AND EXTERIOR ALTERATIONS AND A GREEN ROOF AS PER ARCHITECT'S PLANS - INCLUDING ELECTRICAL, PLUMBING AND HVAC WORK",0.0,3503.25,,,1153476.9206427385,1920325.284729435,2007,04,17,0,0,1
59541,1785660,B100166149,PERMIT – EXPRESS PERMIT PROGRAM,2007-03-07T00:00:00.000,2007-03-08T00:00:00.000,10355.0,WOODLAWN AVE,Electrical Work,TEMPORARY ELECTRICAL SERVICE FOR A PORTABLE CONCRETE PLANT FOR THE DAN RYAN RECONSTRUCTION PROJECT.,0.0,100.0,500200.0,9.0,1186098.2727464552,1836293.8926480797,2007,03,08,0,0,1
60482,1788433,100167484,PERMIT - RENOVATION/ALTERATION,2007-03-15T00:00:00.000,2008-01-04T00:00:00.000,1000.0,WASHINGTON BLVD,,INSTALL ROOFTOP DECK AND GREEN ROOF PER PLANS.,0.0,2160.0,,,1169747.6844968658,1900753.9837312417,2008,01,04,0,0,1
62290,1793392,B100170131,PERMIT – EXPRESS PERMIT PROGRAM,2007-04-03T00:00:00.000,2007-04-04T00:00:00.000,111.0,MAPLE ST,Electrical Work,INSTALL DECORATIVE LIGHTING IN TWO (2) PLANTER BOXES TO LIGHT THE TREE FOLIAGE. NO NEW CIRCUITS.REPLACE NINE (9) DECORATIVE FIXTURES ON THE FACE OF THE BLDG. WITH EXACT DUPLICATE UNITS.,0.0,40.0,81000.0,2.0,1175202.220498124,1907559.749202338,2007,04,04,0,0,1
64007,1798242,B100172640,PERMIT – EXPRESS PERMIT PROGRAM,2007-04-12T00:00:00.000,2007-05-01T00:00:00.000,211.0,CHICAGO AVE,Electrical Work,INSTALLATION OF TELEPHONE SYSTEM AND 12 LOCATIONS AMERICAN ACAMEDY OF IMPLANT DENTISTRY SUITE #750 312-355-1550 #16160401,0.0,40.0,81400.0,2.0,1177847.3023313608,1905732.603291848,2007,05,01,0,0,1
64567,1799739,100173398,PERMIT - NEW CONSTRUCTION,2007-04-17T00:00:00.000,2007-04-19T00:00:00.000,5615.0,MARYLAND AVE,,NEW CONSTRUCTION---UTILITY PLANT.  FOUNDATION ONLY.,1538.5,1538.5,,,1182910.040798075,1867887.0830021277,2007,04,19,0,0,1
65361,1801892,100174467,PERMIT - RENOVATION/ALTERATION,2007-04-23T00:00:00.000,2007-06-28T00:00:00.000,11306.0,DRAKE AVE,,"ERECT SECOND STORY ADDITION (29'X30') W/GREEN ROOF/DECK ONTO EXISTING ONE STORY BRICK SFR. WORK TO INCLUD ELEC, PLUMB, AND CARPENTRY. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.",0.0,341.0,,,1154682.479348143,1829319.7033833,2007,06,28,0,0,1
67660,1807787,100177703,PERMIT - RENOVATION/ALTERATION,2007-05-10T00:00:00.000,2007-06-27T00:00:00.000,1909.0,CLIFTON AVE,,INSTALLATION OF GREEN ROOF SYSTEM.,0.0,545.0,,,1167904.9108260272,1912466.0961525952,2007,06,27,0,0,1
68066,1808930,B100178275,PERMIT – EXPRESS PERMIT PROGRAM,2007-05-14T00:00:00.000,2007-05-15T00:00:00.000,2201.0,LUMBER ST,Electrical Work,TO RE-ROUTE EXISTING SERVICE ENTRANCE CONDUCTORS TO PORTABLE CONCRETE PLANT.,0.0,100.0,310100.0,25.0,1172646.1010479662,1889604.2514060517,2007,05,15,0,0,1
69245,1811647,100179820,PERMIT - RENOVATION/ALTERATION,2007-06-01T00:00:00.000,2007-08-16T00:00:00.000,7300.0,WESTERN AVE,,"NEW DRY CLEANING STORE IN EXISTING RETAIL SPACE WITH (1) PLANT AREA WITH EQUIPMENT AND NEW SERVICE ROOMS:(1)BOILER ROOM AND EQUIPMENT, (1)OFFICE, (1)LUNCH ROOM, AS WELL AS THE INSTALLATION OF A NEW 200AMP ADDITIONAL ELECTRICAL PANEL AND MINOR MECHANICAL AND PLUMBING WORK",0.0,1421.0,,,1158974.931888644,1948414.8605655308,2007,08,16,0,0,1
69969,1813098,B100180741,PERMIT – EXPRESS PERMIT PROGRAM,2007-06-01T00:00:00.000,2007-07-18T00:00:00.000,4507.0,MAYPOLE AVE,Electrical Work,TOTAL 3 METERS  ONE FOR PUBLIC AND 100AMP SERVICE UP GRADE ON REAR. NO NEW CIRCUITS.CORRECT  THE VIOLATIONS AS LISTED ON INSPECTION COMPLANT.,0.0,90.0,260400.0,28.0,1146253.4189097018,1901035.600316586,2007,07,18,0,0,1
70315,1813811,100181176,PERMIT - NEW CONSTRUCTION,2007-05-30T00:00:00.000,2007-05-30T00:00:00.000,6035.0,BLACKSTONE AVE,,NEW CONSTRUCTION OF COMBINED SOUTH UTILITY PLANT----FOUNDATION ONLY.,1358.75,1358.75,,,1186920.6080503608,1865010.722835065,2007,05,30,0,0,1
70354,1813889,100181232,PERMIT - NEW CONSTRUCTION,2007-06-04T00:00:00.000,2007-06-06T00:00:00.000,3955.0,BELMONT AVE,,NEW CONSTRUCTION OF ONE STORY METAL FRAME AND MASONRY COMMERCIAL BUILDING WITH GREEN ROOF- CERTIFIED CORRECTIONS CONDITIONAL PERMIT- SUBJECT TO FULL COMPLIANCE WITH THE MUNICIPAL CODE OF CHICAGO AND FIELD INSPECTION,0.0,1499.1,,,1149518.6730514509,1920947.1629882697,2007,06,06,0,0,1
70781,1814870,100181843,PERMIT - RENOVATION/ALTERATION,2007-06-04T00:00:00.000,2007-06-18T00:00:00.000,2446.0,SAWYER AVE,,INSTALL GREEN ROOF ON EXISTING SINGLE STORY SINGLE FAMILY RESIDENCE PER PLANS.,0.0,135.0,,,1155048.41217154,1887364.106128332,2007,06,18,0,0,1
71409,1816091,B100182631,PERMIT – EXPRESS PERMIT PROGRAM,2007-06-07T00:00:00.000,2007-06-07T00:00:00.000,6101.0,BLACKSTONE AVE,Electrical Work,UNIVERSITY OF CHICAGO/STEAM PLANT - 4/120V 15AMP CIRCUITS FOR BOILER,40.0,40.0,420100.0,5.0,1186938.2659688846,1864791.0198129565,2007,06,07,0,0,1
72786,1819088,100184469,PERMIT - RENOVATION/ALTERATION,2007-06-15T00:00:00.000,2007-09-14T00:00:00.000,1769.0,ARTHUR AVE,,ERECT REAR FIRST FLOOR AND BASEMENT ADDITION & PORCH TO SFR. AND  ACCESS TO GREEN ROOF FOR MAINTANCE ONLY AS PER PLANS,0.0,2000.0,,,1163307.131834551,1943432.5275072271,2007,09,14,0,0,1
73840,1821497,100185827,PERMIT - RENOVATION/ALTERATION,2007-06-25T00:00:00.000,2007-11-14T00:00:00.000,21.0,CHESTNUT ST,,CONSTRUCT TERRACE GARDEN AND GREEN ROOF ON EXISTING BUILDING PER PLANS.,0.0,1160.0,,,1175962.4090509105,1906167.9073216617,2007,11,14,0,0,1
75020,1824081,100187344,PERMIT - PORCH CONSTRUCTION,2007-07-03T00:00:00.000,2007-07-06T00:00:00.000,1912.0,MILLER ST,,REMOVE EXISTING FROM PORCH REPLACE AS PER PLANTS,0.0,152.5,,,1169729.7567691798,1890933.0763515627,2007,07,06,0,0,1
76672,1827826,B100189448,PERMIT – EXPRESS PERMIT PROGRAM,2007-07-16T00:00:00.000,2007-07-16T00:00:00.000,633.0,WELLS ST,Electrical Work,REWORK CONDUIT FEEDING LIGHTS IN OUTDOOR PLANTERS.  REPLACE 8 FIXTURES WITH NEW FIXTURES.,0.0,40.0,81700.0,42.0,1174663.91420226,1904511.868286289,2007,07,16,0,0,1
76751,1827988,B100189548,PERMIT – EXPRESS PERMIT PROGRAM,2007-07-17T00:00:00.000,2007-07-17T00:00:00.000,549.0,115TH ST,Monthly Maintenance Permit,GENERAL PLANT MAINTENANCE 06-1 THRU 06-30,0.0,40.0,540100.0,9.0,1181930.198083346,1828763.3895091584,2007,07,17,0,0,1
76756,1828013,B100189553,PERMIT – EXPRESS PERMIT PROGRAM,2007-07-17T00:00:00.000,2007-07-17T00:00:00.000,11700.0,COTTAGE GROVE AVE,Monthly Maintenance Permit,GENERAL PLANT MAINTENANCE 06-1 THRU 06-30,0.0,40.0,540100.0,9.0,1181539.9872167113,1827276.524550643,2007,07,17,0,0,1
